,timestamp,timestamp.1,main_meter,sub_meter_1,sub_meter_2,weekend,corporate,main_meter_4,main_meter_12,day of week_0,day of week_1,day of week_2,day of week_3,day of week_4,day of week_5,day of week_6,building_number_1,building_number_2,building_number_3,building_number_4,building_number_5,building_number
6600,01-04-2017 0:00,01-04-2017 0:00,6094.374103,1277.236745,0.0,1,0,6027.799394,6477.894361,0,0,0,0,0,1,0,0,1,0,0,0,2
6601,01-04-2017 1:00,01-04-2017 1:00,6443.368295,1485.300838,2.436015754,1,0,6027.799394,6477.894361,0,0,0,0,0,1,0,0,1,0,0,0,2
6602,01-04-2017 2:00,01-04-2017 2:00,5735.85104,1362.784457,1.840612044,1,0,6027.799394,6477.894361,0,0,0,0,0,1,0,0,1,0,0,0,2
6603,01-04-2017 3:00,01-04-2017 3:00,5837.6041399999995,1258.038419,0.142221698,1,0,6027.799394,6477.894361,0,0,0,0,0,1,0,0,1,0,0,0,2
6604,01-04-2017 4:00,01-04-2017 4:00,5915.974074000001,873.0330970000001,1.164587758,1,0,6220.6887130000005,6477.894361,0,0,0,0,0,1,0,0,1,0,0,0,2
6605,01-04-2017 5:00,01-04-2017 5:00,5732.270824,1108.186734,0.7813361670000001,1,0,6220.6887130000005,6477.894361,0,0,0,0,0,1,0,0,1,0,0,0,2
6606,01-04-2017 6:00,01-04-2017 6:00,6285.30473,2159.0917440000003,179.3341186,1,0,6220.6887130000005,6477.894361,0,0,0,0,0,1,0,0,1,0,0,0,2
6607,01-04-2017 7:00,01-04-2017 7:00,6949.205222,2400.034047,91.78247769,1,0,6220.6887130000005,6477.894361,0,0,0,0,0,1,0,0,1,0,0,0,2
6608,01-04-2017 8:00,01-04-2017 8:00,7192.8834480000005,2459.914155,85.70732845,1,1,7185.194975,6477.894361,0,0,0,0,0,1,0,0,1,0,0,0,2
6609,01-04-2017 9:00,01-04-2017 9:00,7476.585001,2687.987618,84.81239376,1,1,7185.194975,6477.894361,0,0,0,0,0,1,0,0,1,0,0,0,2
6610,01-04-2017 10:00,01-04-2017 10:00,6819.922337999999,2031.7859219999998,84.87142726,1,1,7185.194975,6477.894361,0,0,0,0,0,1,0,0,1,0,0,0,2
6611,01-04-2017 11:00,01-04-2017 11:00,7251.389115000001,2417.468255,80.33717586,1,1,7185.194975,6477.894361,0,0,0,0,0,1,0,0,1,0,0,0,2
6612,01-04-2017 12:00,01-04-2017 12:00,7169.836969,2189.371455,89.92364592,1,1,7186.512495,5488.02128,0,0,0,0,0,1,0,0,1,0,0,0,2
6613,01-04-2017 13:00,01-04-2017 13:00,7215.898836,2622.598457,91.22858987,1,1,7186.512495,5488.02128,0,0,0,0,0,1,0,0,1,0,0,0,2
6614,01-04-2017 14:00,01-04-2017 14:00,7265.497788,2493.844713,89.15032478,1,1,7186.512495,5488.02128,0,0,0,0,0,1,0,0,1,0,0,0,2
6615,01-04-2017 15:00,01-04-2017 15:00,7094.816387999999,2463.385073,97.84005679,1,1,7186.512495,5488.02128,0,0,0,0,0,1,0,0,1,0,0,0,2
