,timestamp,timestamp.1,main_meter,sub_meter_1,sub_meter_2,weekend,corporate,main_meter_4,main_meter_12,day of week_0,day of week_1,day of week_2,day of week_3,day of week_4,day of week_5,day of week_6,building_number_1,building_number_2,building_number_3,building_number_4,building_number_5,building_number
0,01-04-2017 0:00,01-04-2017 0:00,2452.453706,947.1702075,0.450666345,1,0,2713.6594809999997,3778.895815,0,0,0,0,0,1,0,1,0,0,0,0,1
1,01-04-2017 1:00,01-04-2017 1:00,2722.733293,1142.593908,1.377337118,1,0,2713.6594809999997,3778.895815,0,0,0,0,0,1,0,1,0,0,0,0,1
2,01-04-2017 2:00,01-04-2017 2:00,2875.8682940000003,1325.265793,3.915957872,1,0,2713.6594809999997,3778.895815,0,0,0,0,0,1,0,1,0,0,0,0,1
3,01-04-2017 3:00,01-04-2017 3:00,2803.58263,1279.7294279999999,0.084493095,1,0,2713.6594809999997,3778.895815,0,0,0,0,0,1,0,1,0,0,0,0,1
4,01-04-2017 4:00,01-04-2017 4:00,2465.531768,922.3104247000001,0.155444755,1,0,3931.024433,3778.895815,0,0,0,0,0,1,0,1,0,0,0,0,1
5,01-04-2017 5:00,01-04-2017 5:00,4029.852213,1335.818558,562.2979536,1,0,3931.024433,3778.895815,0,0,0,0,0,1,0,1,0,0,0,0,1
6,01-04-2017 6:00,01-04-2017 6:00,4585.171254999999,1776.732987,627.2581232000001,1,0,3931.024433,3778.895815,0,0,0,0,0,1,0,1,0,0,0,0,1
7,01-04-2017 7:00,01-04-2017 7:00,4643.542493999999,1805.678273,626.086947,1,0,3931.024433,3778.895815,0,0,0,0,0,1,0,1,0,0,0,0,1
8,01-04-2017 8:00,01-04-2017 8:00,4226.190067,1389.566527,631.8679382,1,1,4692.003532,3778.895815,0,0,0,0,0,1,0,1,0,0,0,0,1
9,01-04-2017 9:00,01-04-2017 9:00,4536.821329,1687.6117359999998,624.7440851,1,1,4692.003532,3778.895815,0,0,0,0,0,1,0,1,0,0,0,0,1
10,01-04-2017 10:00,01-04-2017 10:00,4977.8491,2160.332079,627.3995018999999,1,1,4692.003532,3778.895815,0,0,0,0,0,1,0,1,0,0,0,0,1
11,01-04-2017 11:00,01-04-2017 11:00,5027.15363,2159.92937,626.5676492,1,1,4692.003532,3778.895815,0,0,0,0,0,1,0,1,0,0,0,0,1
12,01-04-2017 12:00,01-04-2017 12:00,4463.3505159999995,1598.032807,629.9273264,1,1,4862.7560140000005,3951.991785,0,0,0,0,0,1,0,1,0,0,0,0,1
13,01-04-2017 13:00,01-04-2017 13:00,4823.515956,1911.848188,626.6977588,1,1,4862.7560140000005,3951.991785,0,0,0,0,0,1,0,1,0,0,0,0,1
14,01-04-2017 14:00,01-04-2017 14:00,5013.587593,2136.895858,624.14153,1,1,4862.7560140000005,3951.991785,0,0,0,0,0,1,0,1,0,0,0,0,1
15,01-04-2017 15:00,01-04-2017 15:00,5150.56999,2264.620986,625.217623,1,1,4862.7560140000005,3951.991785,0,0,0,0,0,1,0,1,0,0,0,0,1
16,01-04-2017 16:00,01-04-2017 16:00,4386.689099,1474.83547,626.3723794,1,1,4101.556542,3951.991785,0,0,0,0,0,1,0,1,0,0,0,0,1
17,01-04-2017 17:00,01-04-2017 17:00,5018.161905,1951.021163,672.9799625,1,1,4101.556542,3951.991785,0,0,0,0,0,1,0,1,0,0,0,0,1
