,timestamp,timestamp.1,main_meter,sub_meter_1,sub_meter_2,weekend,corporate,main_meter_4,main_meter_12,day of week_0,day of week_1,day of week_2,day of week_3,day of week_4,day of week_5,day of week_6,building_number_1,building_number_2,building_number_3,building_number_4,building_number_5,building_number
13200,01-04-2017 0:00,01-04-2017 0:00,2497.7040260000003,2153.0338850000003,25.39384197,1,0,2442.950346,4128.45895,0,0,0,0,0,1,0,0,0,1,0,0,3
13201,01-04-2017 1:00,01-04-2017 1:00,2385.390664,2020.166909,25.74069945,1,0,2442.950346,4128.45895,0,0,0,0,0,1,0,0,0,1,0,0,3
13202,01-04-2017 2:00,01-04-2017 2:00,2437.3485600000004,2082.348468,27.77587014,1,0,2442.950346,4128.45895,0,0,0,0,0,1,0,0,0,1,0,0,3
13203,01-04-2017 3:00,01-04-2017 3:00,2451.358136,2072.6756570000002,33.61677699,1,0,2442.950346,4128.45895,0,0,0,0,0,1,0,0,0,1,0,0,3
13204,01-04-2017 4:00,01-04-2017 4:00,3100.5144530000002,1820.297753,935.2143891000001,1,0,4502.506811,4128.45895,0,0,0,0,0,1,0,0,0,1,0,0,3
13205,01-04-2017 5:00,01-04-2017 5:00,4717.523996,2574.994516,1515.764029,1,0,4502.506811,4128.45895,0,0,0,0,0,1,0,0,0,1,0,0,3
13206,01-04-2017 6:00,01-04-2017 6:00,5162.042714,2750.381125,1516.66063,1,0,4502.506811,4128.45895,0,0,0,0,0,1,0,0,0,1,0,0,3
13207,01-04-2017 7:00,01-04-2017 7:00,5029.94608,2729.988659,1518.653055,1,0,4502.506811,4128.45895,0,0,0,0,0,1,0,0,0,1,0,0,3
13208,01-04-2017 8:00,01-04-2017 8:00,5302.357382,2951.8539809999997,1521.907133,1,1,5439.919692,4128.45895,0,0,0,0,0,1,0,0,0,1,0,0,3
13209,01-04-2017 9:00,01-04-2017 9:00,5423.4091530000005,2985.044778,1518.943857,1,1,5439.919692,4128.45895,0,0,0,0,0,1,0,0,0,1,0,0,3
13210,01-04-2017 10:00,01-04-2017 10:00,5554.548666,3136.862254,1508.279091,1,1,5439.919692,4128.45895,0,0,0,0,0,1,0,0,0,1,0,0,3
13211,01-04-2017 11:00,01-04-2017 11:00,5479.363567,2990.855804,1510.487388,1,1,5439.919692,4128.45895,0,0,0,0,0,1,0,0,0,1,0,0,3
13212,01-04-2017 12:00,01-04-2017 12:00,5178.664315999999,2593.278199,1518.797789,1,1,5712.994208,4368.70605,0,0,0,0,0,1,0,0,0,1,0,0,3
