,timestamp,main_meter,sub_meter_1,sub_meter_2,building_number
0,2017-04-01 00:00:00,2898.9696327276265,1390.2446244374466,0.0,1
1,2017-04-01 00:15:00,2531.896894447525,1087.3138974694466,0.0,1
2,2017-04-01 00:30:00,2171.6491378525047,695.6257365178584,0.4847900643184364,1
3,2017-04-01 00:45:00,2207.299159488356,615.4965714194673,1.3178753176641609,1
4,2017-04-01 01:00:00,2839.441067236773,1071.5737439238076,0.0,1
5,2017-04-01 01:15:00,2923.9333484044178,1401.7138583538044,0.0,1
6,2017-04-01 01:30:00,2601.669645145771,1092.1476307781081,2.9335632771174223,1
7,2017-04-01 01:45:00,2525.8891125906084,1004.9403988832395,2.575785194348493,1
8,2017-04-01 02:00:00,2862.9374243342622,1267.0541771873065,7.413553963012708,1
9,2017-04-01 02:15:00,2942.066340623578,1398.3198584182858,2.110822869262424,1
10,2017-04-01 02:30:00,2781.660865664192,1292.6077184387104,4.145203375808643,1
11,2017-04-01 02:45:00,2916.8085462868185,1343.081416263532,1.9942512792653715,1
12,2017-04-01 03:00:00,2805.0670009109754,1315.7740916697976,0.0,1
13,2017-04-01 03:15:00,2861.449743306181,1282.1247891113526,0.33797237810874325,1
14,2017-04-01 03:30:00,2741.2822077204355,1244.4286227773207,0.0,1
15,2017-04-01 03:45:00,2806.531566414447,1276.5902067076513,0.0,1
16,2017-04-01 04:00:00,2834.95958399687,1305.86754995331,0.0,1
17,2017-04-01 04:15:00,2515.270715864192,1029.8430831145658,0.6217790201862036,1
18,2017-04-01 04:30:00,2298.4969820884,753.6543016804135,0.0,1
19,2017-04-01 04:45:00,2213.399791700842,599.8767639708135,0.0,1
20,2017-04-01 05:00:00,2953.6121320418742,877.758731836096,151.1704581948855,1
21,2017-04-01 05:15:00,4724.156312770455,1789.1401830246634,746.5459113099356,1
22,2017-04-01 05:30:00,4340.639860019799,1408.1397967987762,720.4508138546739,1
23,2017-04-01 05:45:00,4101.000548586594,1268.2355215633274,631.0246311666239,1
24,2017-04-01 06:00:00,4464.194261811169,1675.7993866636325,627.8922403484778,1
25,2017-04-01 06:15:00,4659.059877980833,1808.7416231302989,623.1291145577572,1
26,2017-04-01 06:30:00,4533.833930187727,1762.3961397977066,630.4935713368181,1
27,2017-04-01 06:45:00,4683.596949396124,1859.9947995115024,627.5175665241404,1
28,2017-04-01 07:00:00,4810.066622790866,2005.421712988704,632.5246380609996,1
29,2017-04-01 07:15:00,4613.887508018519,1756.5230648090244,620.4698986730978,1
30,2017-04-01 07:30:00,4617.3625263900785,1765.4474584237814,626.8612650325783,1
31,2017-04-01 07:45:00,4532.853317383708,1695.3208545333414,624.4919861458961,1
32,2017-04-01 08:00:00,4654.1512879513375,1871.4078199157007,627.8926113760988,1
33,2017-04-01 08:15:00,4665.704153943136,1811.288766935914,626.766711939823,1
34,2017-04-01 08:30:00,3888.9223958460457,1073.1315496020056,632.9878146194848,1
35,2017-04-01 08:45:00,3695.982431944533,802.4379718261267,639.8246148044414,1
36,2017-04-01 09:00:00,4366.219772474719,1383.3897545343052,624.5456861110929,1
37,2017-04-01 09:15:00,5000.786225951031,2156.898235670049,625.0289035960753,1
38,2017-04-01 09:30:00,4457.606859342031,1646.6088185999295,624.9507830627749,1
39,2017-04-01 09:45:00,4322.672457599023,1563.5501371148212,624.4509675630857,1
40,2017-04-01 10:00:00,4890.289678037693,2082.060694044748,633.6669227558709,1
41,2017-04-01 10:15:00,5046.001681001355,2204.399756779333,626.2246469571145,1
42,2017-04-01 10:30:00,4932.826385493579,2153.3493707319667,629.186136880745,1
43,2017-04-01 10:45:00,5042.278655227992,2201.518492968303,620.5203011000358,1
44,2017-04-01 11:00:00,5142.607658467371,2245.271011831022,625.0123272307427,1
45,2017-04-01 11:15:00,5085.862881585443,2166.8184095669394,628.6344688161461,1
46,2017-04-01 11:30:00,4953.829291494743,2135.322121114448,626.1718962442704,1
47,2017-04-01 11:45:00,4926.314689443142,2092.305936720301,626.4519044387778,1
48,2017-04-01 12:00:00,5118.714817560179,2197.3238614895677,628.4225021576177,1
49,2017-04-01 12:15:00,4569.127340228293,1762.5091841058825,633.409648066117,1
50,2017-04-01 12:30:00,3970.449999140116,1175.716715168105,627.5510979990187,1
51,2017-04-01 12:45:00,4195.109908886374,1256.5814660347733,630.3260575628644,1
52,2017-04-01 13:00:00,4732.505478175889,1703.4664576829612,628.8493831743111,1
53,2017-04-01 13:15:00,5257.285483983804,2377.4565404273994,629.8209157984193,1
54,2017-04-01 13:30:00,4695.610428189909,1810.4258058567136,625.4232778583563,1
55,2017-04-01 13:45:00,4608.662435223815,1756.0439483214875,622.6974583767217,1
56,2017-04-01 14:00:00,5094.351529304881,2244.046948422669,624.615125838304,1
57,2017-04-01 14:15:00,4991.505528210074,2066.4273361725536,623.0005257340338,1
58,2017-04-01 14:30:00,4880.983802761367,2061.507834358366,630.4912892325585,1
59,2017-04-01 14:45:00,5087.509510707425,2175.6013120558014,618.4591792284589,1
60,2017-04-01 15:00:00,5223.622824192994,2315.8797396750724,621.1950717953016,1
61,2017-04-01 15:15:00,5125.552334416733,2239.0343088648274,626.3253439004478,1
62,2017-04-01 15:30:00,5195.219448566291,2311.450865054941,629.4509296898964,1
63,2017-04-01 15:45:00,5057.8853512582955,2192.1190289171923,623.8991465283907,1
64,2017-04-01 16:00:00,4961.667154106596,2101.874647097663,630.2005767877687,1
65,2017-04-01 16:15:00,4623.595362116478,1702.383831885555,622.7228242170518,1
66,2017-04-01 16:30:00,4024.040810869917,1117.7003441874276,630.6995719544451,1
67,2017-04-01 16:45:00,3937.4530697136743,977.3830574105267,621.8665447701643,1
68,2017-04-01 17:00:00,4690.939869571293,1593.1330422120834,623.2087944913853,1
69,2017-04-01 17:15:00,5226.863876327106,2374.791441700267,624.8574889171017,1
70,2017-04-01 17:30:00,5149.369647175918,2042.3116081641806,707.279722998202,1
71,2017-04-01 17:45:00,5005.474228447315,1793.8485616817325,736.5738437656104,1
72,2017-04-01 18:00:00,4797.2073376719045,1595.0825630074546,739.9501473607428,1
73,2017-04-01 18:15:00,3661.267896387101,1352.6120142224295,505.3756351769797,1
74,2017-04-01 18:30:00,3115.8393575955365,1362.5304488298327,0.0,1
75,2017-04-01 18:45:00,3380.6170793310885,1615.9476686054386,2.010913729686425,1
76,2017-04-01 19:00:00,3321.1843904061247,1588.9159853020951,2.1307249840455014,1
77,2017-04-01 19:15:00,3207.5467111754187,1409.3195529921961,0.0,1
78,2017-04-01 19:30:00,3257.1633518994954,1456.502124296641,2.2224500531194105,1
79,2017-04-01 19:45:00,3264.674534031903,1438.2765228747785,3.7221485301580985,1
80,2017-04-01 20:00:00,3180.0049815567995,1369.4944498360396,1.3602949716607309,1
81,2017-04-01 20:15:00,2856.205870395207,1079.4590821208103,2.8025596476804475,1
82,2017-04-01 20:30:00,2639.7432921002837,840.2909487590059,7.0591707596282065,1
83,2017-04-01 20:45:00,2748.3325144906285,834.2421723987712,1.812332793427006,1
84,2017-04-01 21:00:00,3356.6916003742817,1327.729402985372,0.0,1
85,2017-04-01 21:15:00,3354.1777015874745,1449.4382744033273,0.0,1
86,2017-04-01 21:30:00,2935.302517350569,1360.884103298539,0.0,1
87,2017-04-01 21:45:00,2625.204661949684,1113.6953566494417,0.08553061198971741,1
88,2017-04-01 22:00:00,2628.0352833876605,1084.972733709931,3.2255802042280686,1
89,2017-04-01 22:15:00,2739.006951158407,1175.0659852172798,0.0,1
90,2017-04-01 22:30:00,2861.9383418161133,1288.8443591402577,4.08846396229431,1
91,2017-04-01 22:45:00,2821.949618328596,1294.7817381781485,6.152041674377814,1
92,2017-04-01 23:00:00,3033.1413509369813,1488.8757535934515,0.0,1
93,2017-04-01 23:15:00,2831.5072541820605,1320.5736009384918,0.0,1
94,2017-04-01 23:30:00,2775.7382768131506,1255.2240300070434,0.0,1
95,2017-04-01 23:45:00,2879.624570819303,1329.996237683681,0.0,1
96,2017-04-02 00:00:00,2747.7623715950554,1241.8003346523194,5.8478167176011695,1
97,2017-04-02 00:15:00,2501.370474908327,1002.6465626742371,0.0,1
98,2017-04-02 00:30:00,2307.187536311689,820.993068496031,5.984929124385174,1
99,2017-04-02 00:45:00,2352.95017419352,777.7394751860577,0.0,1
100,2017-04-02 01:00:00,2939.140375732053,1122.1185600801311,0.0,1
101,2017-04-02 01:15:00,3023.2339856418785,1412.17666975182,0.0,1
102,2017-04-02 01:30:00,2831.059720965686,1275.6254779035426,0.4993954862448085,1
103,2017-04-02 01:45:00,2607.4834817062588,1042.3970541296078,0.0,1
104,2017-04-02 02:00:00,2482.347298894825,988.5843050624964,0.8525231965341923,1
105,2017-04-02 02:15:00,2577.5183920467107,1040.1798066625026,0.0,1
106,2017-04-02 02:30:00,2790.50529379237,1255.3860944710366,0.7340731684354805,1
107,2017-04-02 02:45:00,2819.30353668346,1297.2398422432304,0.0,1
108,2017-04-02 03:00:00,2827.4715756472133,1268.571884595934,0.0,1
109,2017-04-02 03:15:00,2718.911716045585,1219.1474679929702,4.032358642305892,1
110,2017-04-02 03:30:00,2788.4460634288002,1229.4283569023607,0.0,1
111,2017-04-02 03:45:00,2777.3694537980577,1283.5698359659582,0.0,1
112,2017-04-02 04:00:00,2688.059724932576,1183.511876086661,6.212709181572727,1
113,2017-04-02 04:15:00,2515.719862305097,988.9862582129164,0.0,1
114,2017-04-02 04:30:00,2396.0226934394564,837.5510631931044,3.11197551971288,1
115,2017-04-02 04:45:00,2363.084835862061,766.6096928547183,4.022914567443843,1
116,2017-04-02 05:00:00,2737.965685782667,985.9232545169057,0.0,1
117,2017-04-02 05:15:00,10381.22835094542,4295.653426390678,4.745054036808515,1
118,2017-04-02 05:30:00,2472.651608627283,994.234213612082,1.458005178114291,1
119,2017-04-02 05:45:00,2690.3097919120332,1174.138803200517,1.5989781000812076,1
120,2017-04-02 06:00:00,2713.1111795369084,1288.7378951040191,0.0,1
121,2017-04-02 06:15:00,3111.678063401977,1238.1329899631805,360.31862543249895,1
122,2017-04-02 06:30:00,4495.863711429336,1686.2372950271122,623.1499733459266,1
123,2017-04-02 06:45:00,4469.704071516895,1618.1493642127896,624.8115284941605,1
124,2017-04-02 07:00:00,4537.978694300067,1654.8335169473871,628.6751594857109,1
125,2017-04-02 07:15:00,4364.219534237324,1574.7901687763458,631.9859091770131,1
126,2017-04-02 07:30:00,4296.75298070325,1504.358848624921,628.4552456634423,1
127,2017-04-02 07:45:00,3721.6048165140974,965.1962280339802,628.5340121029905,1
128,2017-04-02 08:00:00,3910.5946242172618,1047.1257747034294,632.0750423634826,1
129,2017-04-02 08:15:00,4266.646102032183,1388.87345867495,628.6773895260034,1
130,2017-04-02 08:30:00,4675.0617394601095,1895.0275541059145,628.2197296074029,1
131,2017-04-02 08:45:00,4491.625233685555,1720.131776653952,628.8657137862402,1
132,2017-04-02 09:00:00,4398.183454930943,1496.7082461114417,626.101151448261,1
133,2017-04-02 09:15:00,4368.079126218382,1470.9742046650476,630.0363517732956,1
134,2017-04-02 09:30:00,4464.167362253214,1633.009786621977,628.6976318022772,1
135,2017-04-02 09:45:00,4626.081885890928,1814.5050568511908,630.9711166971182,1
136,2017-04-02 10:00:00,4916.906129660698,2057.85039017719,628.4953370514181,1
137,2017-04-02 10:15:00,3904.747393161168,1751.246109922911,318.1308447215389,1
138,2017-04-02 10:30:00,3018.3032292162825,1359.5623387593946,0.0,1
139,2017-04-02 10:45:00,2850.4554621067077,1333.1096238733564,0.0,1
140,2017-04-02 11:00:00,2915.1631734691514,1391.3464951957196,0.0,1
141,2017-04-02 11:15:00,2748.844375955417,1303.7694531318532,0.0,1
142,2017-04-02 11:30:00,2587.622339587354,1135.054095216612,0.8272916756155473,1
143,2017-04-02 11:45:00,2291.5070512152224,800.9562976333704,0.6437762610309415,1
144,2017-04-02 12:00:00,2432.2982828329873,918.8720930651822,0.0,1
145,2017-04-02 12:15:00,2991.3625048391405,1293.6645690940495,0.0,1
146,2017-04-02 12:30:00,2952.74097673784,1302.3550297636973,3.1076748798180684,1
147,2017-04-02 12:45:00,2816.917993801214,1303.3424781189956,1.925946155686557,1
148,2017-04-02 13:00:00,2608.750431617811,1130.4441474207085,0.0,1
149,2017-04-02 13:15:00,2633.9843249145965,1125.8875980875428,7.255706581526375,1
150,2017-04-02 13:30:00,2593.884038167328,1147.807803976557,0.0,1
