,timestamp,main_meter,sub_meter_1,sub_meter_2,building_number,weekend,corporate
0,2017-04-01 00:00:00,4212.725244601839,2013.7110384721873,793.5789694164788,5,1,0
1,2017-04-01 12:00:00,4605.400881904521,2111.220923349297,823.4337327327179,5,1,1
2,2017-04-02 00:00:00,3721.486187939277,1852.9103829494645,621.517435293628,5,1,0
3,2017-04-02 12:00:00,2436.172522096579,1353.9990468178516,35.01058130156773,5,1,1
4,2017-04-03 00:00:00,4204.851577866711,1990.6935811459691,814.8188487417292,5,0,0
5,2017-04-03 12:00:00,4463.281842397257,2005.1070820490584,802.4326208912595,5,0,1
6,2017-04-04 00:00:00,4197.87511100588,1983.594456722252,802.0562048162477,5,0,0
7,2017-04-04 12:00:00,4525.699569226682,2024.0148018996626,817.3002412776314,5,0,1
8,2017-04-05 00:00:00,3962.211129214238,1922.0010238244247,692.9835554692908,5,0,0
9,2017-04-05 12:00:00,4432.215520783957,2048.5739731632725,794.8045754357836,5,0,1
10,2017-04-06 00:00:00,4164.816347972518,2002.3180824920755,790.0661367350359,5,0,0
11,2017-04-06 12:00:00,4522.831900651063,2083.0865044535644,813.5980269516775,5,0,1
12,2017-04-07 00:00:00,4195.036696354829,1985.9065816625646,874.9052991697099,5,0,0
13,2017-04-07 12:00:00,3975.735758576786,1746.9429095133466,802.6665316410717,5,0,1
14,2017-04-08 00:00:00,3847.2586293783966,1815.126697244075,739.5499626300934,5,1,0
15,2017-04-08 12:00:00,4236.34702382683,1954.8833328157773,809.4506816246598,5,1,1
16,2017-04-09 00:00:00,3583.824390206661,1783.0069163663281,615.8364046020737,5,1,0
17,2017-04-09 12:00:00,2345.980255226085,1325.742173360042,25.732601495357084,5,1,1
18,2017-04-10 00:00:00,3978.584417133238,1900.4189838769662,856.9724990913769,5,0,0
19,2017-04-10 12:00:00,4101.030271425644,1942.4099683969996,807.9180921609687,5,0,1
20,2017-04-11 00:00:00,3955.799958232314,1915.5237312621575,796.1588804881218,5,0,0
21,2017-04-11 12:00:00,4153.301203148327,2003.5539227033805,802.1674555588279,5,0,1
22,2017-04-12 00:00:00,3875.150221907135,1979.7888049263565,701.8290271554715,5,0,0
23,2017-04-12 12:00:00,4263.730868884817,2088.5562999504696,824.340704731379,5,0,1
24,2017-04-13 00:00:00,4027.0632618455784,1931.8258958783374,812.0935816926002,5,0,0
25,2017-04-13 12:00:00,4214.19429295968,2023.8193226112571,790.1100503023454,5,0,1
26,2017-04-14 00:00:00,4093.3910910324207,2060.3228140157566,807.904499859827,5,0,0
27,2017-04-14 12:00:00,4373.581701580465,2175.412585697581,818.8079942777982,5,0,1
28,2017-04-15 00:00:00,4248.536603184926,2155.848172205167,813.7221860927457,5,1,0
29,2017-04-15 12:00:00,4439.372980848298,2202.6287674560153,815.552127013932,5,1,1
30,2017-04-16 00:00:00,2437.4265031270743,1482.081587220954,2.816491305752835,5,1,0
31,2017-04-16 12:00:00,2390.7918835169544,1433.4170314480355,2.8792203459338843,5,1,1
32,2017-04-17 00:00:00,3738.139904636697,1896.7197420756374,637.6057694416991,5,0,0
33,2017-04-17 12:00:00,2469.379705417628,1310.8100277566339,67.9743305907265,5,0,1
34,2017-04-18 00:00:00,4006.7715896806144,1925.1408519853424,804.2249244297353,5,0,0
35,2017-04-18 12:00:00,4277.216526446173,2070.7566138129473,809.7772335343494,5,0,1
36,2017-04-19 00:00:00,3730.527610088384,1842.8732724108388,695.1874996074542,5,0,0
37,2017-04-19 12:00:00,3920.4656763828752,1759.1021039303716,826.3294311637839,5,0,1
38,2017-04-20 00:00:00,3658.4965097198497,1649.536017460644,830.1781177430984,5,0,0
39,2017-04-20 12:00:00,3751.911898565578,1620.357942093382,810.5423701205224,5,0,1
40,2017-04-21 00:00:00,3556.0503968935936,1532.6691521452785,796.5513978310427,5,0,0
41,2017-04-21 12:00:00,5238.765225812674,1589.215272980724,784.4020892360769,5,0,1
42,2017-04-22 00:00:00,3574.135041013888,1556.3523165421127,803.4093725359176,5,1,0
43,2017-04-22 12:00:00,3730.5219266767303,1559.414780767207,800.0720958542867,5,1,1
44,2017-04-23 00:00:00,3252.2218282552235,1478.2296460512591,623.098002674944,5,1,0
45,2017-04-23 12:00:00,2216.2685534979514,1155.0941191651093,31.478338516542816,5,1,1
46,2017-04-24 00:00:00,3707.729532227986,1716.232978547959,801.7507456908656,5,0,0
47,2017-04-24 12:00:00,3923.768000140897,1806.784497804876,806.2188890775395,5,0,1
48,2017-04-25 00:00:00,3580.0968054569753,1724.4741971869823,700.3408938865074,5,0,0
49,2017-04-25 12:00:00,2194.0442763789547,1272.8646788123176,2.8696880710004984,5,0,1
50,2017-04-26 00:00:00,3612.828633179375,1777.3597230800372,705.9751240290499,5,0,0
51,2017-04-26 12:00:00,4080.578957114303,1973.7469268348625,799.1442241112808,5,0,1
52,2017-04-27 00:00:00,4019.7655302592298,1974.8889738689604,810.9395465912695,5,0,0
53,2017-04-27 12:00:00,4178.938879867907,1922.499468614538,805.3308740761703,5,0,1
54,2017-04-28 00:00:00,4172.348294586284,2003.2562560083168,808.6994482895283,5,0,0
55,2017-04-28 12:00:00,4116.315024246301,1950.5378844069012,802.1820339196306,5,0,1
56,2017-04-29 00:00:00,4054.9534236032705,1992.0070605290664,798.3941367404204,5,1,0
57,2017-04-29 12:00:00,4294.999962172303,1976.63721144868,818.7167591309036,5,1,1
58,2017-04-30 00:00:00,3621.67411759564,1713.8902558600255,624.467874945889,5,1,0
59,2017-04-30 12:00:00,2629.267920780413,1218.6414044593873,133.05658299179305,5,1,1
60,2017-05-01 00:00:00,3870.7170984553522,1789.059621993636,708.6560506135114,5,0,0
61,2017-05-01 12:00:00,2447.697723449826,1270.610325793247,59.865087512946786,5,0,1
62,2017-05-02 00:00:00,4106.858302068545,1911.552040089574,834.9057610669691,5,0,0
63,2017-05-02 12:00:00,4312.717185934333,2064.197335891593,823.9200744970366,5,0,1
64,2017-05-03 00:00:00,3740.0335054068146,1825.0002833374895,651.936594845119,5,0,0
65,2017-05-03 12:00:00,4185.154793445915,1968.2582890553956,794.3809337181533,5,0,1
66,2017-05-04 00:00:00,4029.8374635657533,1896.1365742152793,807.2122723856538,5,0,0
67,2017-05-04 12:00:00,4324.413065436921,2067.6884469470347,792.6189318475144,5,0,1
68,2017-05-05 00:00:00,4240.847091359108,2146.4211681352203,816.3392087831635,5,0,0
69,2017-05-05 12:00:00,4514.402907438482,2230.8491114275807,788.5519358247437,5,0,1
70,2017-05-06 00:00:00,4421.150081814567,2181.7108727051877,807.9764939831044,5,1,0
71,2017-05-06 12:00:00,4495.2422415177925,2141.497479430554,791.7911309074058,5,1,1
72,2017-05-07 00:00:00,3833.4054352393255,1957.684026149955,588.4967098842765,5,1,0
