,timestamp,main_meter,sub_meter_1,sub_meter_2,building_number,weekend,corporate
0,2017-04-01 00:00:00,2497.7040255922493,2153.033885063328,25.393841966780435,3,1,0
1,2017-04-01 01:00:00,2385.390663875931,2020.1669085035453,25.740699445144674,3,1,0
2,2017-04-01 02:00:00,2437.3485596679334,2082.348468344265,27.7758701404478,3,1,0
3,2017-04-01 03:00:00,2451.3581361846923,2072.675657125109,33.616776987496294,3,1,0
4,2017-04-01 04:00:00,3100.5144525986243,1820.2977525426509,935.2143890608711,3,1,0
5,2017-04-01 05:00:00,4717.52399632585,2574.994515608667,1515.764028585489,3,1,0
6,2017-04-01 06:00:00,5162.042714167591,2750.381124635391,1516.6606295140427,3,1,0
7,2017-04-01 07:00:00,5029.946079865049,2729.9886589486114,1518.6530547454079,3,1,0
8,2017-04-01 08:00:00,5302.357381801482,2951.8539809450094,1521.9071332281974,3,1,1
9,2017-04-01 09:00:00,5423.409153458155,2985.044777558804,1518.9438566146882,3,1,1
10,2017-04-01 10:00:00,5554.548665920136,3136.862254104227,1508.2790906279163,3,1,1
11,2017-04-01 11:00:00,5479.363567208129,2990.8558039047275,1510.4873880647426,3,1,1
12,2017-04-01 12:00:00,5178.66431594431,2593.278198597295,1518.7977887651618,3,1,1
13,2017-04-01 13:00:00,6110.507800383382,3231.9346768159076,1511.0429569818364,3,1,1
14,2017-04-01 14:00:00,5844.594760306483,3191.2821681814285,1521.452206091302,3,1,1
15,2017-04-01 15:00:00,5718.209957074131,3199.5996405873952,1511.1465296472466,3,1,1
16,2017-04-01 16:00:00,5725.089162770369,3130.406129779387,1512.5322455741984,3,1,1
17,2017-04-01 17:00:00,5604.336868342304,3054.30385621674,1515.4172554226989,3,1,1
18,2017-04-01 18:00:00,5326.641518039907,2976.3849993133963,1512.142812187417,3,1,1
19,2017-04-01 19:00:00,2992.298205279921,2276.4858630613335,242.2577747244317,3,1,1
20,2017-04-01 20:00:00,2251.1931680278803,1922.68316364158,34.073299583091085,3,1,0
21,2017-04-01 21:00:00,2510.0239387795564,2149.378063068778,27.00654929189543,3,1,0
22,2017-04-01 22:00:00,2661.648551167183,2316.6145385605796,23.193497471267904,3,1,0
23,2017-04-01 23:00:00,2501.264349400814,2147.536535447474,33.980432138780316,3,1,0
24,2017-04-02 00:00:00,2473.3154172090963,2129.398311209294,32.82120264691692,3,1,0
25,2017-04-02 01:00:00,2439.544321919703,2050.9735772345866,21.038297654018756,3,1,0
26,2017-04-02 02:00:00,2507.5863866904774,2099.627711442009,33.06910411611564,3,1,0
27,2017-04-02 03:00:00,2516.6602909963567,2153.9720157139836,24.744691034168827,3,1,0
28,2017-04-02 04:00:00,2154.175667491861,1808.8695194746344,28.31729693851277,3,1,0
29,2017-04-02 05:00:00,2433.1354163482138,2065.2212320090744,26.998821753365064,3,1,0
30,2017-04-02 06:00:00,4671.844317415146,2707.3886085013987,1230.0534868547902,3,1,0
31,2017-04-02 07:00:00,5766.18978006596,3010.418872003477,1519.8639755610488,3,1,0
