,timestamp,main_meter,sub_meter_1,sub_meter_2,building_number,weekend,corporate
0,2017-04-01 00:00:00,2442.9503463302017,2082.056229759062,28.1317971349673,3,1,0
1,2017-04-01 04:00:00,4502.506810739278,2468.9155129338305,1371.5730254764524,3,1,0
2,2017-04-01 08:00:00,5439.919692096976,3016.1542041281914,1514.9043671338864,3,1,1
3,2017-04-01 12:00:00,5712.994208427077,3054.023671045507,1515.6098703713867,3,1,1
4,2017-04-01 16:00:00,4912.091438608124,2859.3952120927142,1195.5875219771865,3,1,1
5,2017-04-01 20:00:00,2481.032501843859,2134.053075179603,29.563444621258686,3,1,0
6,2017-04-02 00:00:00,2484.2766042039084,2108.492903899968,27.918323862805035,3,1,0
7,2017-04-02 04:00:00,3756.3362953302953,2397.9745579971463,701.3083952769292,3,1,0
8,2017-04-02 08:00:00,5381.587644684153,3033.6310074392522,1468.850399845766,3,1,1
9,2017-04-02 12:00:00,2513.4501783041137,2154.4419745101304,28.51213186817901,3,1,1
10,2017-04-02 16:00:00,2597.0242148013544,2090.55343366266,24.219113156537116,3,1,1
11,2017-04-02 20:00:00,2449.1856588121454,2093.7207510078115,28.069916001752894,3,1,0
12,2017-04-03 00:00:00,2491.089323081457,2118.828244113236,27.71020629398665,3,0,0
13,2017-04-03 04:00:00,4518.4898109830365,2434.231256827294,1362.6610651342453,3,0,0
14,2017-04-03 08:00:00,5613.522368740296,3010.155057548402,1519.7079879674636,3,0,1
15,2017-04-03 12:00:00,5406.66738079564,2883.105902479295,1519.1066571753222,3,0,1
16,2017-04-03 16:00:00,5072.757224559405,2749.685914038425,1208.9553664773002,3,0,1
17,2017-04-03 20:00:00,2447.181890410821,2093.6898212505585,25.387175085964156,3,0,0
18,2017-04-04 00:00:00,2412.675182677563,2044.3696982170786,28.155310571543968,3,0,0
19,2017-04-04 04:00:00,4137.974288325061,2358.875307586683,1123.3772144047405,3,0,0
20,2017-04-04 08:00:00,5412.726516114615,2904.869638098655,1519.291779738017,3,0,1
21,2017-04-04 12:00:00,5401.79961203409,2861.191550744054,1518.2834832687765,3,0,1
22,2017-04-04 16:00:00,4705.158661890463,2680.010905172745,1077.4112059703343,3,0,1
23,2017-04-04 20:00:00,2392.6748252904245,2051.126211935775,24.968275831759392,3,0,0
24,2017-04-05 00:00:00,2373.6947595468278,2018.084148083025,27.1678042409733,3,0,0
